w, grad11, grad21, grad12, grad22,P11, P21, P12, P22, c11, c12, c13, c14, c21, c22, c23, c24, c31, c32, c33, c34, c41, c42, c43, c44
0.481722,-0.0298544,-0.11092,0.0865081,0.0129033,-0.0135679,-0.00229184,-0.00307824,0.00705599,0.706114,-0.0660482,0.0282393,0.192438,-0.0660483,0.130479,0.127981,-0.0368332,0.0282393,0.127981,0.136572,0.0461482,0.192438,-0.0368333,0.0461481,0.671114
0.365444,-0.0279281,-0.122043,0.0973375,0.0120574,-0.0134587,-0.00440912,-0.00500373,0.008881,0.869081,-0.0783418,0.0520391,0.279036,-0.0783418,0.20897,0.19921,-0.0556452,0.0520391,0.19921,0.212628,0.0648996,0.279036,-0.0556451,0.0648996,0.829257
0.249166,-0.0196486,-0.100282,0.0720482,0.00840394,-0.0123083,-0.00811082,-0.0086637,0.00623526,1.10205,-0.0654493,0.0676341,0.4158,-0.0654494,0.302706,0.295905,-0.0570455,0.0676341,0.295905,0.305618,0.0704916,0.4158,-0.0570455,0.0704916,1.06387
0.132888,-0.0185644,-0.111519,0.0837956,0.00799921,-0.0110264,-0.00995081,-0.010192,0.00861837,1.28994,-0.0789546,0.099659,0.525592,-0.0789546,0.369825,0.356008,-0.0754781,0.099659,0.356008,0.374361,0.0981536,0.525592,-0.0754781,0.0981535,1.24363
0.0166099,-0.0174803,-0.122755,0.0947038,0.00753458,-0.00810684,-0.0108986,-0.0105766,0.0110549,1.35258,-0.091154,0.117958,0.562492,-0.091154,0.392115,0.37097,-0.0888372,0.117958,0.37097,0.39792,0.115075,0.562492,-0.0888372,0.115075,1.30514
0.800332,-0.00744692,-0.100547,0.069263,0.00322686,-0.000394876,-0.000107678,-6.55218e-05,0.00116723,0.212716,-0.0216532,0.00118893,0.0202655,-0.0216532,0.00651498,0.00445549,-0.00304349,0.00118891,0.00445549,0.00663159,0.0136799,0.0202655,-0.00304352,0.0136799,0.211404
0.684054,-0.00719874,-0.11179,0.081083,0.0030951,-1.84725e-05,-0.000754927,-0.000557673,0.0023699,0.365442,-0.039511,0.00559688,0.0584695,-0.039511,0.028661,0.0231416,-0.0103637,0.00559686,0.0231416,0.0280085,0.0262361,0.0584695,-0.0103637,0.0262361,0.363994
0.567776,-0.00695056,-0.123032,0.0920701,0.00301177,0.00100753,-0.00243301,-0.00189753,0.00422386,0.533641,-0.0580032,0.0167228,0.121086,-0.0580031,0.0808448,0.0696307,-0.0249469,0.0167228,0.0696307,0.0789543,0.0409048,0.121086,-0.0249469,0.0409048,0.532296
0.451498,-0.0268169,-0.128006,0.103259,0.0115451,-0.0105902,-0.00321521,-0.00354804,0.00867326,0.751551,-0.0770578,0.0399905,0.217443,-0.0770578,0.159797,0.149621,-0.0473047,0.0399905,0.149621,0.163598,0.0589814,0.217443,-0.0473048,0.0589814,0.719738
0.33522,-0.024962,-0.137196,0.112833,0.0107321,-0.00960082,-0.00538533,-0.00525985,0.0110943,0.918056,-0.0890356,0.067792,0.308081,-0.0890356,0.239309,0.220676,-0.0680153,0.067792,0.220676,0.241963,0.0797576,0.308081,-0.0680153,0.0797576,0.881003
0.218942,-0.0231071,-0.146385,0.121641,0.00990779,-0.00766274,-0.00823338,-0.00730501,0.0146945,1.14171,-0.104597,0.108676,0.436,-0.104597,0.33215,0.302318,-0.0946395,0.108676,0.302318,0.336077,0.110749,0.436,-0.0946395,0.110749,1.09479
0.102664,-0.0168322,-0.128649,0.100668,0.00724937,-0.00601132,-0.0107301,-0.0100404,0.0120154,1.30987,-0.0946347,0.118101,0.538549,-0.0946347,0.382446,0.35803,-0.0915751,0.118101,0.35803,0.388073,0.11596,0.538549,-0.0915751,0.11596,1.26664
0.886387,-0.0157561,-0.137845,0.110286,0.00677117,-0.000748481,6.39587e-05,0.000149292,0.00172751,0.139312,-0.0197739,0.000767794,0.00878842,-0.0197739,0.00344631,0.00120946,-0.00170741,0.000767757,0.00120947,0.0045652,0.0143373,0.00878841,-0.00170746,0.0143373,0.136484
0.770109,-0.0146799,-0.147041,0.11911,0.0062908,-0.000592685,-0.000146147,0.000152708,0.00323077,0.247591,-0.0365146,0.0035118,0.027301,-0.0365146,0.0127083,0.00699975,-0.00583587,0.00351186,0.00699975,0.0137611,0.0269467,0.027301,-0.00583588,0.0269466,0.243504
0.653831,-0.006789,-0.128961,0.0980767,0.0029536,0.00109112,-0.00119147,-0.000707637,0.00339472,0.402955,-0.0490411,0.00901271,0.0710811,-0.0490412,0.040697,0.0314718,-0.0146652,0.00901263,0.0314718,0.039099,0.034683,0.071081,-0.0146651,0.0346831,0.402519
0.537553,-0.00652005,-0.138154,0.107739,0.00281025,0.00266782,-0.00320432,-0.00218559,0.00578364,0.575755,-0.0676353,0.0241924,0.140282,-0.0676354,0.102416,0.0859937,-0.0324852,0.0241924,0.0859937,0.099786,0.0511327,0.140282,-0.0324852,0.0511327,0.575329
0.421275,-0.0062511,-0.147348,0.116579,0.00267382,0.00515313,-0.00645442,-0.00456763,0.00922054,0.77651,-0.0833902,0.0530527,0.241019,-0.0833901,0.195865,0.170026,-0.0576403,0.0530527,0.170026,0.193976,0.072868,0.241019,-0.0576404,0.0728679,0.774277
0.304997,-0.0220259,-0.151144,0.126407,0.00942601,-0.00521286,-0.00664573,-0.00550673,0.0136749,0.966494,-0.0992648,0.0841823,0.337151,-0.0992649,0.268409,0.240238,-0.0807138,0.0841823,0.240238,0.270734,0.0944824,0.337151,-0.0807138,0.0944824,0.932277
0.188719,-0.0201653,-0.158298,0.13399,0.00859244,-0.00216127,-0.00918946,-0.00690221,0.0177981,1.18003,-0.115783,0.124757,0.460258,-0.115783,0.35284,0.312434,-0.107761,0.124757,0.312434,0.357416,0.125432,0.460258,-0.107761,0.125432,1.13694
0.0724411,-0.0183048,-0.165453,0.140824,0.00774413,0.00191599,-0.0110021,-0.00740611,0.0214472,1.31166,-0.130567,0.152375,0.53767,-0.130567,0.398018,0.346669,-0.126826,0.152375,0.346669,0.404799,0.148789,0.53767,-0.126826,0.148789,1.26457
0.856163,-0.0140663,-0.151799,0.123879,0.00601023,-0.000245555,-4.51935e-05,0.000208108,0.00235059,0.173582,-0.026758,0.00160749,0.0136801,-0.026758,0.00669601,0.0024046,-0.00290564,0.00160747,0.0024046,0.0074002,0.0200655,0.0136801,-0.00290565,0.0200655,0.170983
0.739885,-0.0129722,-0.158971,0.13145,0.00551535,0.000402239,-0.00042083,0.000180905,0.00405727,0.28273,-0.0442818,0.00548289,0.0357131,-0.0442817,0.0196004,0.0107384,-0.00838263,0.00548293,0.0107384,0.0198541,0.0337781,0.0357131,-0.00838261,0.0337781,0.2795
0.623607,-0.0118781,-0.166142,0.138235,0.00500117,0.0019581,-0.00167318,-0.000384517,0.00681116,0.439369,-0.0671145,0.0165368,0.0839939,-0.0671145,0.0579655,0.0408357,-0.0226054,0.0165367,0.0408357,0.05681,0.051999,0.0839939,-0.0226054,0.0519989,0.435889
0.507329,-0.00609937,-0.152114,0.121351,0.00259445,0.0046086,-0.00420325,-0.00254696,0.00760614,0.619155,-0.076925,0.0329901,0.161107,-0.0769251,0.126352,0.104014,-0.0410937,0.03299,0.104014,0.123116,0.0612456,0.161107,-0.0410937,0.0612456,0.619653
0.391051,-0.00580953,-0.159307,0.12891,0.00243826,0.00715604,-0.00675476,-0.00417301,0.0108008,0.771389,-0.0893775,0.0579187,0.238792,-0.0893775,0.199133,0.168162,-0.0621321,0.0579187,0.168162,0.196985,0.0795443,0.238792,-0.0621321,0.0795443,0.770287
0.274774,-0.00551969,-0.1665,0.135646,0.0022582,0.0111476,-0.0105053,-0.00645126,0.0156686,0.992601,-0.10455,0.0997602,0.362661,-0.10455,0.297406,0.254242,-0.0913603,0.0997602,0.254242,0.299309,0.109604,0.362661,-0.0913604,0.109604,0.986949
0.158496,-0.0172001,-0.168988,0.144454,0.00721327,0.00356087,-0.0103796,-0.00653843,0.0208632,1.21279,-0.125927,0.139361,0.481536,-0.125927,0.370465,0.319652,-0.119715,0.139361,0.319652,0.375921,0.138902,0.481536,-0.119715,0.138902,1.17441
0.0422177,-0.0151763,-0.174162,0.1501,0.00625076,0.00792679,-0.0116379,-0.00643391,0.0240278,1.31203,-0.138551,0.160589,0.540787,-0.138551,0.404246,0.343563,-0.135533,0.160589,0.343563,0.411375,0.157234,0.540787,-0.135533,0.157234,1.27298
0.82594,-0.0131525,-0.179337,0.15501,0.00529443,0.000960356,-0.000307933,0.000435491,0.00367364,0.206091,-0.0368387,0.00329507,0.0194509,-0.0368387,0.0126762,0.00416343,-0.00485784,0.00329505,0.00416343,0.0129046,0.029698,0.0194509,-0.00485783,0.029698,0.203821
0.709662,-0.011228,-0.169753,0.141823,0.00468512,0.001664,-0.000812134,0.000183058,0.00496718,0.318134,-0.0521738,0.0079956,0.045326,-0.0521738,0.028277,0.0157156,-0.0116049,0.00799562,0.0157156,0.0275018,0.040687,0.045326,-0.0116049,0.040687,0.316162
0.593384,-0.00998742,-0.174944,0.147338,0.00410066,0.00388182,-0.00239565,-0.000503975,0.00805345,0.47815,-0.0745358,0.0220079,0.0993291,-0.0745358,0.0749067,0.0528074,-0.0285801,0.0220079,0.0528074,0.0726552,0.0595341,0.099329,-0.0285801,0.0595341,0.476392
0.477106,-0.00874688,-0.180135,0.152023,0.00347747,0.00721112,-0.00525687,-0.0020676,0.0120845,0.661167,-0.0934315,0.048643,0.181437,-0.0934315,0.155696,0.121474,-0.0552224,0.0486429,0.121474,0.152872,0.0799019,0.181437,-0.0552224,0.0799019,0.658909
0.360828,-0.00534101,-0.170118,0.139191,0.00215697,0.00977595,-0.00811894,-0.00455834,0.0132504,0.821384,-0.0975253,0.0715269,0.266322,-0.0975253,0.22712,0.188967,-0.0730329,0.0715269,0.188967,0.225585,0.0912177,0.266322,-0.0730329,0.0912177,0.820422
0.24455,-0.0049763,-0.17537,0.144575,0.00195056,0.0142712,-0.0117058,-0.00646121,0.018475,1.04176,-0.113125,0.1148,0.391467,-0.113125,0.320791,0.269715,-0.102672,0.1148,0.269715,0.324055,0.122478,0.391467,-0.102672,0.122478,1.03591
0.128272,-0.0046116,-0.180622,0.149036,0.00166051,0.0187488,-0.0146424,-0.00771788,0.023201,1.22092,-0.129056,0.151264,0.497144,-0.129056,0.383953,0.320761,-0.126343,0.151264,0.320761,0.391811,0.15203,0.497144,-0.126343,0.15203,1.21132
0.0119943,-0.011865,-0.181656,0.157578,0.00454391,0.013661,-0.0123937,-0.00564913,0.025957,1.30322,-0.144096,0.166114,0.538861,-0.144096,0.407219,0.338676,-0.141743,0.166114,0.338676,0.414655,0.163401,0.538861,-0.141743,0.163401,1.27345
0.795716,-0.00943459,-0.185321,0.161269,0.00339849,0.00232385,-0.000641974,0.000478225,0.00424824,0.240101,-0.0435232,0.00500118,0.0265238,-0.0435232,0.0185321,0.0068201,-0.00695867,0.00500123,0.0068201,0.0176818,0.0360446,0.0265238,-0.00695869,0.0360446,0.239483
0.679438,-0.00700419,-0.188987,0.163876,0.00299884,0.00473397,-0.00156067,0.00042837,0.00661926,0.350589,-0.0619489,0.0122585,0.0556195,-0.0619489,0.0413857,0.0219524,-0.0160784,0.0122585,0.0219524,0.0390644,0.0515509,0.0556195,-0.0160784,0.0515509,0.351402
0.563161,-0.00785669,-0.182801,0.154377,0.00304982,0.00613142,-0.00332363,-0.000736564,0.00931407,0.517904,-0.0815118,0.0283386,0.116251,-0.0815118,0.0942107,0.0667677,-0.035407,0.0283385,0.0667677,0.0907563,0.0666983,0.116251,-0.035407,0.0666983,0.518486
0.446883,-0.0065034,-0.185928,0.157625,0.00244253,0.0101445,-0.00646595,-0.00236744,0.0137321,0.707803,-0.0989521,0.0591335,0.205874,-0.0989521,0.181941,0.141742,-0.0642461,0.0591336,0.141742,0.179004,0.0881517,0.205874,-0.0642461,0.0881516,0.707701
0.330605,-0.00515011,-0.189056,0.159803,0.002167,0.0144619,-0.00954545,-0.00386454,0.0180802,0.867446,-0.110776,0.0907068,0.29196,-0.110776,0.257504,0.206132,-0.0888257,0.0907068,0.206132,0.257125,0.108785,0.29196,-0.0888257,0.108785,0.865625
0.214327,-0.00429808,-0.183202,0.151176,0.00155573,0.0174153,-0.0132434,-0.0067958,0.0210987,1.08843,-0.12077,0.129079,0.41917,-0.12077,0.341636,0.283124,-0.112864,0.129079,0.283124,0.346479,0.134709,0.41917,-0.112864,0.134709,1.08291
0.0980489,-0.00400775,-0.186204,0.153981,0.00148658,0.0214688,-0.0156529,-0.00766325,0.0254444,1.24642,-0.135078,0.160616,0.51276,-0.135078,0.39445,0.325232,-0.133343,0.160616,0.325232,0.403416,0.160636,0.51276,-0.133343,0.160636,1.23744
0.881771,-0.00371742,-0.189207,0.155731,0.00133516,0.00203982,-0.00044009,0.000255191,0.00197802,0.132767,-0.0248555,0.00123499,0.0084813,-0.0248555,0.00837184,0.00124968,-0.00223037,0.00123499,0.00124969,0.00657371,0.0200678,0.0084813,-0.00223036,0.0200679,0.134628
0.765493,-0.00514918,-0.191249,0.164369,0.00270198,0.00421338,-0.00115116,0.000495333,0.00508672,0.273944,-0.0501906,0.0069958,0.0347241,-0.0501906,0.0261307,0.0105661,-0.00966412,0.00699583,0.0105661,0.0237328,0.0417421,0.034724,-0.0096641,0.0417422,0.275734
0.649215,-0.00663933,-0.190899,0.165832,0.00508354,0.00578667,-0.00202245,0.000493447,0.00844414,0.389,-0.0680348,0.0158295,0.0678786,-0.0680349,0.0527792,0.0301245,-0.0203524,0.0158294,0.0301245,0.0504979,0.056475,0.0678786,-0.0203525,0.056475,0.389025
0.532937,-0.00812947,-0.19055,0.169888,0.0128617,0.00914823,-0.00396664,0.000712614,0.0171465,0.559342,-0.0881076,0.0373883,0.133294,-0.0881077,0.117443,0.0822103,-0.0428583,0.0373883,0.0822103,0.11701,0.0747837,0.133294,-0.0428583,0.0747837,0.55076
0.416659,-0.00465604,-0.190977,0.160456,0.00233691,0.013098,-0.00809332,-0.00299451,0.0159091,0.756354,-0.103929,0.0699692,0.231981,-0.103929,0.208574,0.162517,-0.0732886,0.0699692,0.162517,0.205906,0.0957002,0.231981,-0.0732886,0.0957002,0.757687
0.300381,-0.00463082,-0.187186,0.161495,0.00394049,0.0165188,-0.00974829,-0.00317068,0.021226,0.922434,-0.114145,0.101005,0.32261,-0.114145,0.281705,0.226053,-0.0964221,0.101005,0.226053,0.282633,0.11523,0.32261,-0.0964221,0.11523,0.917071
0.184103,-0.00460559,-0.183396,0.162972,0.00702873,0.0220177,-0.011138,-0.00217059,0.0298386,1.1313,-0.130586,0.137568,0.442896,-0.130586,0.36112,0.291186,-0.124298,0.137568,0.291186,0.365237,0.140462,0.442896,-0.124298,0.140462,1.1154
0.0678255,-0.00350873,-0.189527,0.156544,0.00197183,0.0236672,-0.0165533,-0.00765978,0.02769,1.26521,-0.138668,0.166795,0.524239,-0.138668,0.401624,0.328092,-0.13752,0.166795,0.328092,0.411455,0.166237,0.524239,-0.13752,0.166237,1.25579
0.851548,-0.00412395,-0.186208,0.157159,0.00279744,0.00245989,-0.000547447,0.000352059,0.00280086,0.167494,-0.0306967,0.00215344,0.0132951,-0.0306967,0.0111901,0.00242487,-0.0034101,0.00215341,0.00242486,0.00955077,0.0252052,0.0132951,-0.00341012,0.0252051,0.168916
0.73527,-0.00473916,-0.182888,0.156056,0.00119579,0.00380502,-0.00103244,0.000333568,0.0042653,0.275343,-0.0483485,0.00665741,0.0349947,-0.0483485,0.0248458,0.0106176,-0.00929247,0.00665745,0.0106176,0.0222807,0.0400975,0.0349947,-0.00929245,0.0400975,0.277632
0.618992,0.000181593,-0.0109555,0.00312905,3.2767e-05,0.000111869,-0.000338443,-0.000337135,4.2184e-05,0.453526,-0.00482756,7.90136e-05,0.0886077,-0.00482765,0.0432661,0.0431023,-0.00177543,7.89226e-05,0.0431023,0.0431547,0.00095175,0.0886077,-0.00177551,0.000951671,0.453716
0.502714,0.000310371,-0.0326938,0.014735,4.94729e-05,0.000520152,-0.00197455,-0.00195376,0.000291281,0.637046,-0.0173579,0.00397751,0.16881,-0.017358,0.110147,0.108953,-0.00919559,0.00397742,0.108953,0.109516,0.00767595,0.16881,-0.00919548,0.00767606,0.638113
0.386436,0.000439148,-0.0544321,0.0276622,-8.23828e-05,0.00142727,-0.00553209,-0.00543082,0.000956522,0.849259,-0.0299329,0.0185668,0.28249,-0.0299329,0.206726,0.203186,-0.0213412,0.0185668,0.203186,0.205896,0.0230151,0.28249,-0.0213412,0.0230151,0.851651
0.270158,0.0117409,-0.0123366,0.00351023,-0.000866432,0.0116578,-0.00250566,-0.0023805,0.00365395,1.00746,-0.00499096,0.00621761,0.381361,-0.00499097,0.280688,0.272486,-0.00403586,0.00621761,0.272486,0.279681,0.00660277,0.381361,-0.00403588,0.00660275,1.02419
0.15388,0.0129099,-0.0337222,0.0160631,-0.00329266,0.0145649,-0.00635993,-0.00592286,0.00295875,1.20617,-0.0153161,0.0269826,0.503792,-0.0153161,0.352348,0.342705,-0.0148531,0.0269826,0.342705,0.352605,0.0277661,0.503792,-0.0148531,0.0277661,1.23313
0.0376021,0.0140789,-0.0551078,0.0293751,-0.00486489,0.017394,-0.0101692,-0.00930963,0.00304566,1.30665,-0.0272991,0.0510527,0.566815,-0.0272991,0.384375,0.371881,-0.0277942,0.0510527,0.371881,0.386384,0.0520374,0.566815,-0.0277942,0.0520374,1.34209
0.821324,0.0245282,-0.016662,0.0038914,-0.00176563,0.00514507,-0.000143401,-6.08101e-05,0.00012575,0.20586,-0.00340281,-0.000121738,0.0200573,-0.00340282,0.0097903,0.00483646,-0.000629167,-0.000121751,0.00483646,0.00509179,0.000585373,0.0200573,-0.000629181,0.000585359,0.214424
0.705046,0.0261753,-0.0366923,0.0173913,-0.0066348,0.00834514,-0.000610508,-0.000337529,-0.000862668,0.315665,-0.0109587,0.000543243,0.0467707,-0.0109587,0.0252046,0.0171864,-0.00281398,0.000543224,0.0171864,0.016997,0.00497078,0.0467707,-0.00281399,0.00497077,0.331952
0.588768,0.0278223,-0.0567226,0.0310881,-0.0096474,0.0132632,-0.00207162,-0.00143528,-0.00143104,0.474148,-0.023316,0.00410937,0.103295,-0.0233159,0.0690045,0.0565949,-0.0095375,0.00410953,0.0565949,0.0579479,0.0132092,0.103295,-0.00953755,0.0132092,0.501562
0.47249,0.000165188,-0.0645441,0.0355469,-9.65788e-05,0.0014464,-0.00388605,-0.00375872,0.000983876,0.684184,-0.0348669,0.0122637,0.192941,-0.0348669,0.13455,0.130173,-0.0201316,0.0122637,0.130173,0.132711,0.0205053,0.192941,-0.0201316,0.0205053,0.687233
0.356213,4.32603e-05,-0.0789454,0.0487605,-2.24413e-06,0.00267291,-0.00710458,-0.00677724,0.00239236,0.902867,-0.0448627,0.0345901,0.313351,-0.0448626,0.234125,0.226235,-0.0345676,0.0345901,0.226235,0.233373,0.0411053,0.313351,-0.0345676,0.0411053,0.905699
0.239935,-7.86669e-05,-0.0933467,0.0618165,-3.90222e-05,0.00438642,-0.00974247,-0.00906947,0.00425667,1.07136,-0.0551086,0.0606556,0.412352,-0.0551086,0.304375,0.291788,-0.0492325,0.0606556,0.291788,0.305694,0.0646801,0.412352,-0.0492325,0.0646801,1.07329
0.123657,0.013946,-0.0647994,0.037577,-0.00538305,0.0168545,-0.0102801,-0.00927898,0.0027223,1.2386,-0.0345015,0.0550222,0.524993,-0.0345016,0.365384,0.351993,-0.0343613,0.0550222,0.351993,0.367292,0.0565676,0.524993,-0.0343613,0.0565676,1.27221
0.00737873,0.0133519,-0.0789593,0.0514528,-0.00574655,0.0182622,-0.0111444,-0.00971247,0.00378079,1.30705,-0.0477363,0.073256,0.566521,-0.0477363,0.387086,0.369845,-0.0486533,0.073256,0.369845,0.390433,0.0746632,0.566521,-0.0486533,0.0746632,1.34283
0.791101,0.0127579,-0.0931193,0.0645421,-0.00549631,0.00411102,-0.000583165,-0.000232124,-0.000357249,0.243121,-0.0218382,0.00173093,0.0276201,-0.0218382,0.013627,0.0074579,-0.00379895,0.00173095,0.0074579,0.00839631,0.0153004,0.0276201,-0.00379894,0.0153004,0.251952
0.674823,0.0287033,-0.0658849,0.0396071,-0.0106695,0.0105008,-0.00124824,-0.000671133,-0.00181143,0.351278,-0.0211871,0.00243508,0.0582991,-0.0211871,0.0349195,0.024051,-0.00603723,0.00243515,0.024051,0.0238781,0.0132427,0.0582991,-0.00603717,0.0132427,0.373736
0.558545,0.0270084,-0.0790587,0.054145,-0.0114909,0.0145596,-0.00270286,-0.00173293,-0.00162928,0.515764,-0.0339535,0.00989488,0.121494,-0.0339534,0.0861984,0.0712753,-0.0153682,0.009895,0.0712753,0.0745941,0.0254468,0.121494,-0.0153682,0.0254468,0.546708
0.442267,0.0253134,-0.0922324,0.0672677,-0.0109536,0.0191131,-0.00503838,-0.00342109,0.000289122,0.705788,-0.0467507,0.0269298,0.215687,-0.0467508,0.170189,0.150638,-0.0310426,0.0269298,0.150638,0.161823,0.0419449,0.215687,-0.0310426,0.0419448,0.7433
0.325989,-0.000314918,-0.100512,0.0691883,1.04168e-05,0.00453894,-0.00834539,-0.007578,0.00445836,0.955716,-0.0591218,0.0524237,0.34412,-0.0591219,0.26128,0.247348,-0.048655,0.0524236,0.247348,0.261135,0.0598423,0.34412,-0.0486551,0.0598423,0.958533
0.209711,-0.000552901,-0.111773,0.0810259,0.00022947,0.00674209,-0.010413,-0.0090732,0.00713817,1.11923,-0.070241,0.0801601,0.440507,-0.070241,0.326476,0.306351,-0.0651762,0.0801601,0.306351,0.329,0.0838861,0.440507,-0.0651761,0.0838862,1.11985
0.0934333,-0.000790884,-0.123034,0.0920248,0.000336586,0.00955314,-0.012489,-0.010346,0.0103695,1.27936,-0.084295,0.109968,0.535905,-0.084295,0.381015,0.352991,-0.0834466,0.109968,0.352991,0.386644,0.110438,0.535905,-0.0834466,0.110438,1.27765
0.877155,0.011923,-0.100136,0.0717944,-0.00516952,0.00230952,-0.000265844,-5.28118e-05,-0.000205959,0.135761,-0.0133274,0.000476589,0.00879626,-0.0133275,0.0050025,0.00133727,-0.0013142,0.000476555,0.00133727,0.00191148,0.00974928,0.00879626,-0.00131424,0.00974924,0.140617
0.760877,0.0108463,-0.111451,0.0835939,-0.00469089,0.00476746,-0.000831936,-0.000284156,0.000320587,0.279228,-0.0296367,0.0033738,0.0362302,-0.0296366,0.0196111,0.0113156,-0.00592605,0.00337386,0.0113156,0.0140909,0.0225537,0.0362302,-0.00592604,0.0225538,0.288514
0.6446,0.00976958,-0.122767,0.0945546,-0.00420911,0.00686456,-0.00170782,-0.000746602,0.00146273,0.394409,-0.0441262,0.0088843,0.0707822,-0.0441263,0.0447876,0.0318033,-0.0135135,0.00888424,0.0318033,0.038082,0.0343787,0.0707822,-0.0135135,0.0343788,0.406593
0.528322,0.0241227,-0.099558,0.0744004,-0.0103495,0.0153679,-0.00344606,-0.00202842,-0.00011074,0.559644,-0.0448829,0.0169831,0.141143,-0.044883,0.105884,0.0878389,-0.0225438,0.016983,0.0878389,0.0953026,0.0372811,0.141143,-0.0225439,0.0372811,0.590106
0.412044,0.0222073,-0.110813,0.0861618,-0.00961126,0.0200152,-0.00590566,-0.0036215,0.00269458,0.756998,-0.0584647,0.0395146,0.242754,-0.0584648,0.196311,0.172204,-0.0421415,0.0395145,0.172204,0.189776,0.0562516,0.242754,-0.0421415,0.0562516,0.792311
0.295766,0.0202919,-0.122067,0.0970844,-0.00875481,0.0252636,-0.00876418,-0.00523519,0.006889,0.97448,-0.0730822,0.0720121,0.368308,-0.0730822,0.291868,0.259461,-0.0661104,0.0720121,0.259461,0.290903,0.0818711,0.368308,-0.0661103,0.0818712,1.01369
0.179488,-0.000919365,-0.128969,0.0980378,0.000382673,0.0096117,-0.0114285,-0.00915432,0.0104094,1.16212,-0.0847859,0.0993611,0.465713,-0.0847859,0.346398,0.317493,-0.0807704,0.0993611,0.317493,0.350326,0.102358,0.465713,-0.0807704,0.102358,1.16156
0.0632099,-0.00113215,-0.138168,0.10771,0.000488854,0.012638,-0.0129938,-0.00973719,0.0138427,1.29458,-0.0988399,0.125734,0.544503,-0.0988399,0.390451,0.352948,-0.0983595,0.125734,0.352948,0.397118,0.125796,0.544503,-0.0983595,0.125796,1.29176
0.846932,-0.00134494,-0.147368,0.116554,0.000568179,0.00174402,-0.000343067,8.12919e-05,0.00143223,0.170703,-0.0249096,0.00152504,0.0136357,-0.0249096,0.00825806,0.00250351,-0.00281473,0.00152502,0.0025035,0.00639784,0.0192485,0.0136357,-0.00281473,0.0192485,0.172812
0.730654,0.00915205,-0.12868,0.100547,-0.00393468,0.00559751,-0.00116846,-0.00033484,0.00124662,0.315572,-0.0381288,0.00561184,0.0460415,-0.0381288,0.0274849,0.0164158,-0.00880652,0.00561187,0.0164158,0.0216601,0.0301976,0.0460415,-0.00880651,0.0301976,0.325302
0.614376,0.00812056,-0.1379,0.1102,-0.00348461,0.00785516,-0.00221913,-0.000843497,0.00284364,0.43336,-0.0532271,0.0132738,0.0848159,-0.0532271,0.0585482,0.0419409,-0.0184837,0.0132737,0.0419409,0.0518946,0.043152,0.0848159,-0.0184837,0.043152,0.44553
0.498098,0.00708908,-0.147121,0.119042,-0.00304876,0.011356,-0.00455605,-0.00222466,0.00587826,0.609315,-0.0713125,0.0324927,0.160651,-0.0713125,0.129467,0.104218,-0.0389611,0.0324927,0.104218,0.123264,0.0610794,0.160651,-0.0389611,0.0610794,0.623913
0.38182,0.0191948,-0.128054,0.103057,-0.00825204,0.0212078,-0.00696339,-0.00383738,0.00558512,0.809019,-0.0701643,0.053474,0.27079,-0.0701642,0.223204,0.193296,-0.0543132,0.053474,0.193296,0.218507,0.0704784,0.27079,-0.0543132,0.0704784,0.841668
